saliency,type,tobii,observed_stat,new_stat,mean,std,group_size,label_index,condition
k20-thresh0.05-pixcut10-WSSlide316v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide2Group1,7.757511785058806,11.875595302885994,12.487274981425488,0.9012790014497342,17,2,WS
k20-thresh0.05-pixcut10-RSTS1Slide57v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide4Group1,7.482155072618024,10.807404927053812,11.91001208283575,0.8242377853500175,21,4,RSTS1
k20-thresh0.05-pixcut10-WHSSlide13v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide6Group1,7.384879107816617,11.136869800470642,11.02564375301229,1.7860739043830642,20,6,WHS
k20-thresh0.05-pixcut10-CdLSSlide124v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide8Group1,10.760275711551158,14.979398175550436,15.214207748709368,0.6439537662043996,22,8,CdLS
k20-thresh0.05-pixcut10-DownSlide60v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide9Group1,7.638794955334982,10.983491763416268,10.795881163052012,1.3060938203207422,22,9,Down
k20-thresh0.05-pixcut10-KSSlide133v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide11Group1,9.660518558686793,14.854519866974982,14.802970202088323,0.8943653124661679,19,11,KS
k20-thresh0.05-pixcut10-NSSlide7v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide12Group1,8.557669509586576,17.025738556989708,16.711837562507682,0.6296911994458447,21,12,NS
k20-thresh0.05-pixcut10-22q11DSSlide150v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide14Group1,8.044857727180673,11.901864395472376,12.327273501367518,0.82393547336723,21,14,22q11DS
k20-thresh0.05-pixcut10-PWSSlide44v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide15Group1,7.709268817814711,11.433312112096328,12.13627023678634,0.9687545286889364,16,15,PWS
k20-thresh0.05-pixcut10-BWSSlide17v2_heatmappositiveAverage.png,k0-thresh0.0-cutbfscale10.0-avepix0.3-smoothave-pixcutave110.0-klEfnetOcc,Slide17Group1,8.3305939338661,15.58766062712956,15.727063429891048,0.690968263702521,8,17,BWS
